RealFilename,TargetAz=,MeasuredDepression=
HB05649.015,105.790657,15.117188
HB05650.015,110.790657,15.117188
HB05651.015,115.790657,15.179688
HB05652.015,120.790657,15.242188
HB05653.015,125.790657,15.144531
HB05654.015,135.790649,15.171875
HB05657.015,150.790649,15.078125
HB05658.015,160.790649,15.011719
HB05659.015,165.790649,15.039063
HB05660.015,170.790649,15.054688
HB05661.015,175.790649,15.015625
HB05662.015,180.790649,14.898438
HB05664.015,190.790649,14.949219
HB05665.015,195.790649,14.964844
HB05667.015,205.790649,14.828125
HB05669.015,215.790649,14.878906
HB05670.015,225.790649,14.957031
HB05671.015,241.790649,14.949219
HB05672.015,246.790649,14.859375
HB05674.015,256.790649,14.984375
HB05675.015,266.790649,15.121094
HB05676.015,271.790649,15.1875
HB05677.015,276.790649,15.160156
HB05679.015,286.790649,15.074219
HB05680.015,291.790649,15.152344
HB05681.015,296.790649,15.238281
HB05683.015,306.790649,15.1875
HB05684.015,311.790649,15.230469
HB03787.015,10.790657,17.09375
HB03788.015,15.790657,17.09375
HB03790.015,50.790657,17.363281
HB03792.015,60.790657,17.089844
HB03793.015,70.790657,16.972656
HB03794.015,75.790657,17.035156
HB03796.015,100.790657,16.949219
HB03797.015,105.790657,16.859375
HB03798.015,115.790657,16.742188
HB03799.015,120.790657,16.78125
HB03800.015,125.790657,16.757813
HB03801.015,130.790649,16.757813
HB03802.015,135.790649,16.894531
HB03803.015,140.790649,16.945313
HB03804.015,150.790649,16.824219
HB03805.015,155.790649,16.78125
HB03806.015,160.790649,16.820313
HB03807.015,170.790649,16.890625
HB03808.015,175.790649,16.816406
HB03809.015,180.790649,16.800781
HB03810.015,185.790649,16.847656
HB03811.015,190.790649,16.941406
HB03812.015,195.790649,16.902344
HB03813.015,200.790649,16.75
HB03814.015,205.790649,16.773438
HB03815.015,220.790649,17.132813
HB03817.015,236.790649,16.804688
HB03818.015,241.790649,16.871094
HB03819.015,246.790649,17.132813
HB03820.015,251.790649,17.414063
HB03821.015,256.790649,17.417969
HB03822.015,261.790649,17.210938
HB03823.015,266.790649,16.941406
HB03824.015,271.790649,16.859375
HB03825.015,276.790649,16.96875
HB03826.015,281.790649,17.050781
HB03827.015,286.790649,17.214844
HB03828.015,291.790649,17.382813
HB03829.015,296.790649,17.371094
HB03830.015,301.790649,17.367188
HB03831.015,306.790649,17.367188
HB03832.015,316.790649,17.304688
HB03833.015,336.790649,17.324219
HB03834.015,341.790649,17.253906
HB03836.015,356.790649,17.320313
HB03837.015,1.790657,17.335938
HB03838.015,6.790657,17.164063
HB03839.015,16.790657,17.152344
HB03840.015,21.790657,17.289063
HB03841.015,26.790657,17.425781
HB03842.015,31.790657,17.382813
HB03843.015,36.790657,17.285156
HB03844.015,41.790657,17.238281
HB03846.015,51.790657,17.363281
HB03847.015,56.790657,17.089844
HB03848.015,61.790657,17.089844
HB03849.015,66.790657,17.253906
HB03850.015,71.790657,17.40625
HB03851.015,86.790657,17.035156
HB03852.015,91.790657,17.0625
HB03854.015,106.790657,16.933594
HB03855.015,111.790657,17
HB03856.015,116.790657,17.078125
HB03857.015,121.790657,17.070313
HB03858.015,126.790657,17.046875
HB03859.015,131.790649,17.050781
HB03860.015,136.790649,17.046875
HB03862.015,151.790649,17.191406
HB03863.015,156.790649,17.179688
HB03864.015,161.790649,17.082031
HB03865.015,166.790649,17.007813
HB03866.015,171.790649,17.042969
HB03867.015,176.790649,17.097656
HB03868.015,181.790649,17.136719
HB03869.015,186.790649,17.132813
HB03870.015,191.790649,17.101563
HB03871.015,196.790649,17.105469
HB03872.015,201.790649,17.128906
HB03873.015,206.790649,17.066406
HB03874.015,216.790649,17.039063
HB03875.015,221.790649,17.105469
HB03876.015,267.790649,17.3125
HB03877.015,272.790649,17.230469
HB03878.015,277.790649,17.265625
HB03879.015,282.790649,17.375
HB03880.015,287.790649,17.328125
HB03881.015,292.790649,17.316406
HB03882.015,297.790649,17.265625
HB03883.015,307.790649,17.199219
HB03884.015,312.790649,17.183594
HB03885.015,317.790649,17.167969
HB03886.015,322.790649,17.1875
HB03887.015,327.790649,17.164063
HB03889.015,337.790649,17.113281
HB03890.015,342.790649,17.296875
HB03891.015,347.790649,17.300781
HB03892.015,352.790649,17.152344
HB03893.015,357.790649,17.140625
HB03894.015,2.790657,17.207031
HB03895.015,12.790657,16.992188
HB03896.015,17.790657,17.195313
HB03897.015,22.790657,17.359375
HB03898.015,27.790657,17.1875
HB03900.015,37.790657,17.128906
HB03901.015,42.790657,17.203125
HB03902.015,47.790657,17.09375
HB03903.015,52.790657,16.933594
HB03904.015,57.790657,16.933594
HB03905.015,62.790657,17.046875
HB03906.015,67.790657,17.039063
HB03907.015,72.790657,16.917969
HB03908.015,82.790657,16.960938
HB03909.015,87.790657,16.964844
HB03910.015,92.790657,16.855469
HB03911.015,97.790657,16.761719
HB03912.015,102.790657,16.867188
HB03913.015,107.790657,16.917969
HB03914.015,112.790657,16.957031
HB03915.015,117.790657,16.992188
HB03916.015,122.790657,16.902344
HB03917.015,132.790649,16.964844
HB03918.015,137.790649,17.046875
HB03919.015,142.790649,17.019531
HB03920.015,147.790649,16.972656
HB03922.015,157.790649,16.957031
HB03923.015,162.790649,16.996094
HB03924.015,167.790649,17.097656
HB03925.015,172.790649,17.214844
HB03926.015,177.790649,17.203125
HB03927.015,182.790649,17.066406
HB03928.015,187.790649,16.945313
HB03929.015,192.790649,16.949219
HB03930.015,197.790649,17.054688
HB03931.015,202.790649,17.074219
HB03932.015,207.790649,16.980469
HB03933.015,212.790649,16.980469
HB03934.015,217.790649,17.117188
HB03935.015,227.790649,17.011719
HB03936.015,233.790649,17.003906
HB03938.015,248.790649,16.835938
HB03939.015,253.790649,16.863281
HB03940.015,258.790649,17.101563
HB03941.015,263.790649,17.148438
HB03942.015,268.790649,17.128906
HB03943.015,273.790649,17.082031
HB03944.015,278.790649,16.941406
HB03945.015,283.790649,17.039063
HB03946.015,288.790649,17.167969
HB03947.015,293.790649,17.273438
HB03948.015,298.790649,17.1875
HB03949.015,303.790649,17.066406
HB03950.015,308.790649,17.019531
HB03951.015,313.790649,17.148438
HB03952.015,318.790649,17.195313
HB03953.015,323.790649,17.136719
HB03954.015,328.790649,17.167969
HB03955.015,333.790649,17.179688
HB03956.015,338.790649,17
HB03957.015,343.790649,16.90625
HB03958.015,348.790649,17.082031
HB03959.015,353.790649,17.085938
HB03960.015,358.790649,17.027344
HB03962.015,13.790657,17.152344
HB03963.015,18.790657,17.140625
HB03964.015,23.790657,17.035156
HB03965.015,28.790657,16.953125
HB03967.015,38.790657,17.183594
HB03968.015,43.790657,17.222656
HB03969.015,48.790657,17.199219
HB03970.015,53.790657,17.027344
HB03971.015,58.790657,16.808594
HB03972.015,63.790657,16.769531
HB03973.015,68.790657,16.949219
HB03974.015,73.790657,17.089844
HB03975.015,78.790657,17.054688
HB03976.015,83.790657,16.929688
HB03977.015,88.790657,16.988281
HB03978.015,93.790657,17.148438
HB03979.015,98.790657,17.15625
HB03980.015,103.790657,17
HB03981.015,108.790657,16.941406
HB03982.015,113.790657,16.980469
HB03983.015,118.790657,16.957031
HB03985.015,143.790649,16.945313
HB03986.015,148.790649,17.058594
HB03987.015,153.790649,17.222656
HB03988.015,158.790649,17.25
HB03989.015,168.790649,17.113281
HB03990.015,173.790649,17.15625
HB03991.015,178.790649,17.25
HB03992.015,183.790649,17.15625
HB03993.015,193.790649,17.058594
HB03994.015,198.790649,17.253906
HB03995.015,203.790649,17.355469
HB03998.015,218.790649,16.941406
HB04000.015,228.790649,17.007813
HB04001.015,234.790649,16.96875
HB04002.015,239.790649,17
HB04003.015,244.790649,17.136719
HB04004.015,249.790649,17.179688
HB04005.015,254.790649,17.113281
HB04006.015,259.790649,17.085938
HB04007.015,264.790649,17.144531
HB04008.015,274.790649,17.195313
HB04009.015,279.790649,17.261719
HB04010.015,284.790649,17.339844
HB04011.015,289.790649,17.316406
HB04012.015,294.790649,17.214844
HB04013.015,299.790649,17.164063
HB04014.015,304.790649,17.253906
HB04015.015,309.790649,17.265625
HB04016.015,314.790649,17.195313
HB04017.015,319.790649,17.269531
HB04018.015,324.790649,17.265625
HB04020.015,334.790649,17.285156
HB04021.015,339.790649,17.433594
HB04022.015,344.790649,17.453125
HB04023.015,349.790649,17.351563
HB04024.015,354.790649,17.203125
HB04025.015,359.790649,17.25
HB04026.015,4.790657,17.378906
HB04027.015,9.790657,17.378906
HB04028.015,14.790657,17.28125
HB04029.015,19.790657,17.371094
HB04030.015,24.790657,17.398438
HB04033.015,39.790657,17.296875
HB04034.015,44.790657,17.488281
HB04035.015,49.790657,17.335938
HB04036.015,54.790657,17.089844
HB04037.015,59.790657,17.007813
HB04038.015,69.790657,17.199219
HB04039.015,74.790657,17.339844
