Filename=;TargetAz=;MeasuredDepression=
 hb03805.0001;100,512527;16,78125
 hb03806.0001;105,512527;16,820313
 hb03807.0001;115,512527;16,890625
 hb03808.0001;120,512527;16,816406
 hb03809.0001;125,512527;16,800781
 hb03810.0001;130,512527;16,847656
 hb03811.0001;135,512527;16,941406
 hb03812.0001;140,512527;16,902344
 hb03813.0001;145,512527;16,75
 hb03814.0001;150,512527;16,773438
 hb03815.0001;165,512527;17,132813
 hb03817.0001;181,512527;16,804688
 hb03818.0001;186,512527;16,871094
 hb03819.0001;191,512527;17,132813
 hb03820.0001;196,512527;17,414063
 hb03821.0001;201,512527;17,417969
 hb03822.0001;206,512527;17,210938
 hb03823.0001;211,512527;16,941406
 hb03824.0001;216,512527;16,859375
 hb03825.0001;221,512527;16,96875
 hb03826.0001;226,512527;17,050781
 hb03827.0001;231,512527;17,214844
 hb03828.0001;236,512527;17,382813
 hb03829.0001;241,512527;17,371094
 hb03830.0001;246,512527;17,367188
 hb03831.0001;251,512527;17,367188
 hb03832.0001;261,512543;17,304688
 hb03833.0001;281,512543;17,324219
 hb03834.0001;286,512543;17,253906
 hb03836.0001;301,512543;17,320313
 hb03837.0001;306,512543;17,335938
 hb03838.0001;311,512543;17,164063
 hb03839.0001;321,512543;17,152344
 hb03840.0001;326,512543;17,289063
 hb03841.0001;331,512543;17,425781
 hb03842.0001;336,512543;17,382813
 hb03843.0001;341,512543;17,285156
 hb03844.0001;346,512543;17,238281
 hb03846.0001;356,512543;17,363281
 hb03847.0001;1,512529;17,089844
 hb03848.0001;6,512529;17,089844
 hb03849.0001;11,512529;17,253906
 hb03850.0001;16,512529;17,40625
 hb03851.0001;31,512529;17,035156
 hb03852.0001;36,512527;17,0625
 hb03854.0001;51,512527;16,933594
 hb03855.0001;56,512527;17
 hb03856.0001;61,512527;17,078125
 hb03857.0001;66,512527;17,070313
 hb03858.0001;71,512527;17,046875
 hb03859.0001;76,512527;17,050781
 hb03860.0001;81,512527;17,046875
 hb03862.0001;96,512527;17,191406
 hb03863.0001;101,512527;17,179688
 hb03864.0001;106,512527;17,082031
 hb03865.0001;111,512527;17,007813
 hb03866.0001;116,512527;17,042969
 hb03867.0001;121,512527;17,097656
 hb03868.0001;126,512527;17,136719
 hb03869.0001;131,512527;17,132813
 hb03870.0001;136,512527;17,101563
 hb03871.0001;141,512527;17,105469
 hb03872.0001;146,512527;17,128906
 hb03873.0001;151,512527;17,066406
 hb03874.0001;161,512527;17,039063
 hb03875.0001;166,512527;17,105469
 hb03876.0001;212,512527;17,3125
 hb03877.0001;217,512527;17,230469
 hb03878.0001;222,512527;17,265625
 hb03879.0001;227,512527;17,375
 hb03880.0001;232,512527;17,328125
 hb03881.0001;237,512527;17,316406
 hb03882.0001;242,512527;17,265625
 hb03883.0001;252,512527;17,199219
 hb03884.0001;257,512543;17,183594
 hb03885.0001;262,512543;17,167969
 hb03886.0001;267,512543;17,1875
 hb03887.0001;272,512543;17,164063
 hb03889.0001;282,512543;17,113281
 hb03890.0001;287,512543;17,296875
 hb03891.0001;292,512543;17,300781
 hb03892.0001;297,512543;17,152344
 hb03893.0001;302,512543;17,140625
 hb03894.0001;307,512543;17,207031
 hb03895.0001;317,512543;16,992188
 hb03896.0001;322,512543;17,195313
 hb03897.0001;327,512543;17,359375
 hb03898.0001;332,512543;17,1875
 hb03900.0001;342,512543;17,128906
 hb03901.0001;347,512543;17,203125
 hb03902.0001;352,512543;17,09375
 hb03903.0001;357,512543;16,933594
 hb03904.0001;2,512529;16,933594
 hb03905.0001;7,512529;17,046875
 hb03906.0001;12,512529;17,039063
 hb03907.0001;17,512529;16,917969
 hb03908.0001;27,512529;16,960938
 hb03909.0001;32,512527;16,964844
 hb03910.0001;37,512527;16,855469
 hb03911.0001;42,512527;16,761719
 hb03912.0001;47,512527;16,867188
 hb03913.0001;52,512527;16,917969
 hb03914.0001;57,512527;16,957031
 hb03915.0001;62,512527;16,992188
 hb03916.0001;67,512527;16,902344
 hb03917.0001;77,512527;16,964844
 hb03918.0001;82,512527;17,046875
 hb03919.0001;87,512527;17,019531
 hb03920.0001;92,512527;16,972656
 hb03922.0001;102,512527;16,957031
 hb03923.0001;107,512527;16,996094
 hb03924.0001;112,512527;17,097656
 hb03925.0001;117,512527;17,214844
 hb03926.0001;122,512527;17,203125
 hb03927.0001;127,512527;17,066406
 hb03928.0001;132,512527;16,945313
 hb03929.0001;137,512527;16,949219
 hb03930.0001;142,512527;17,054688
 hb03931.0001;147,512527;17,074219
 hb03932.0001;152,512527;16,980469
 hb03933.0001;157,512527;16,980469
 hb03934.0001;162,512527;17,117188
 hb03935.0001;172,512527;17,011719
 hb03936.0001;178,512527;17,003906
 hb03938.0001;193,512527;16,835938
 hb03939.0001;198,512527;16,863281
 hb03940.0001;203,512527;17,101563
 hb03941.0001;208,512527;17,148438
 hb03942.0001;213,512527;17,128906
 hb03943.0001;218,512527;17,082031
 hb03944.0001;223,512527;16,941406
 hb03945.0001;228,512527;17,039063
 hb03946.0001;233,512527;17,167969
 hb03947.0001;238,512527;17,273438
 hb03948.0001;243,512527;17,1875
 hb03949.0001;248,512527;17,066406
 hb03950.0001;253,512527;17,019531
 hb03951.0001;258,512543;17,148438
 hb03952.0001;263,512543;17,195313
 hb03954.0001;273,512543;17,167969
 hb03955.0001;278,512543;17,179688
 hb03956.0001;283,512543;17
 hb03957.0001;288,512543;16,90625
 hb03958.0001;293,512543;17,082031
 hb03959.0001;298,512543;17,085938
 hb03960.0001;303,512543;17,027344
 hb03962.0001;318,512543;17,152344
 hb03963.0001;323,512543;17,140625
 hb03964.0001;328,512543;17,035156
 hb03965.0001;333,512543;16,953125
 hb03967.0001;343,512543;17,183594
 hb03968.0001;348,512543;17,222656
 hb03969.0001;353,512543;17,199219
 hb03970.0001;358,512543;17,027344
 hb03971.0001;3,512529;16,808594
 hb03972.0001;8,512529;16,769531
 hb03973.0001;13,512529;16,949219
 hb03974.0001;18,512529;17,089844
 hb03975.0001;23,512529;17,054688
 hb03976.0001;28,512529;16,929688
 hb03977.0001;33,512527;16,988281
 hb03978.0001;38,512527;17,148438
 hb03979.0001;43,512527;17,15625
 hb03980.0001;48,512527;17
 hb03981.0001;53,512527;16,941406
 hb03982.0001;58,512527;16,980469
 hb03983.0001;63,512527;16,957031
 hb03985.0001;88,512527;16,945313
 hb03986.0001;93,512527;17,058594
 hb03987.0001;98,512527;17,222656
 hb03988.0001;103,512527;17,25
 hb03989.0001;113,512527;17,113281
 hb03990.0001;118,512527;17,15625
 hb03991.0001;123,512527;17,25
 hb03992.0001;128,512527;17,15625
 hb03993.0001;138,512527;17,058594
 hb03994.0001;143,512527;17,253906
 hb03995.0001;148,512527;17,355469
 hb03998.0001;163,512527;16,941406
 hb04000.0001;173,512527;17,007813
 hb04001.0001;179,512527;16,96875
 hb04002.0001;184,512527;17
 hb04003.0001;189,512527;17,136719
 hb04004.0001;194,512527;17,179688
 hb04005.0001;199,512527;17,113281
 hb04006.0001;204,512527;17,085938
 hb04007.0001;209,512527;17,144531
 hb04008.0001;219,512527;17,195313
 hb04009.0001;224,512527;17,261719
 hb04010.0001;229,512527;17,339844
 hb04011.0001;234,512527;17,316406
 hb04012.0001;239,512527;17,214844
 hb04013.0001;244,512527;17,164063
 hb04014.0001;249,512527;17,253906
 hb04015.0001;254,512527;17,265625
 hb04016.0001;259,512543;17,195313
 hb04017.0001;264,512543;17,269531
 hb04018.0001;269,512543;17,265625
 hb04020.0001;279,512543;17,285156
 hb04021.0001;284,512543;17,433594
 hb04022.0001;289,512543;17,453125
 hb04023.0001;294,512543;17,351563
 hb04024.0001;299,512543;17,203125
 hb04025.0001;304,512543;17,25
 hb04026.0001;309,512543;17,378906
 hb04027.0001;314,512543;17,378906
 hb04028.0001;319,512543;17,28125
 hb04029.0001;324,512543;17,371094
 hb04030.0001;329,512543;17,398438
 hb04033.0001;344,512543;17,296875
 hb04034.0001;349,512543;17,488281
 hb04035.0001;354,512543;17,335938
 hb04036.0001;359,512543;17,089844
 hb04037.0001;4,512529;17,007813
 hb04038.0001;14,512529;17,199219
 hb04039.0001;19,512529;17,339844
 hb04040.0001;24,512529;17,347656
;;
;;
;;
;;
