Filename=;TargetAz=;MeasuredDepression=
 hb04003.0002;247,191422;17,136719
 hb04004.0002;252,191422;17,179688
 hb04005.0002;257,191406;17,113281
 hb04006.0002;262,191406;17,085938
 hb04007.0002;267,191406;17,144531
 hb04008.0002;277,191406;17,195313
 hb04009.0002;282,191406;17,261719
 hb04010.0002;287,191406;17,339844
 hb04011.0002;292,191406;17,316406
 hb04012.0002;297,191406;17,214844
 hb04013.0002;302,191406;17,164063
 hb04014.0002;307,191406;17,253906
 hb04015.0002;312,191406;17,265625
 hb04016.0002;317,191406;17,195313
 hb04017.0002;322,191406;17,269531
 hb04018.0002;327,191406;17,265625
 hb04020.0002;337,191406;17,285156
 hb04021.0002;342,191406;17,433594
 hb04022.0002;347,191406;17,453125
 hb04023.0002;352,191406;17,351563
 hb04024.0002;357,191406;17,203125
 hb04025.0002;2,191422;17,25
 hb04026.0002;7,191422;17,378906
 hb04027.0002;12,191422;17,378906
 hb04028.0002;17,191422;17,28125
 hb04029.0002;22,191422;17,371094
 hb04030.0002;27,191422;17,398438
 hb04033.0002;42,191422;17,296875
 hb04034.0002;47,191422;17,488281
 hb04035.0002;52,191422;17,335938
 hb04036.0002;57,191422;17,089844
 hb04037.0002;62,191422;17,007813
 hb04038.0002;72,191422;17,199219
 hb04039.0002;77,191422;17,339844
 hb04040.0002;82,191422;17,347656
;;
;;
;;
;;
