Filename=;TargetAz=;MeasuredDepression=
 hb04984.0017;207,712433;15,054688
 hb04985.0017;212,712433;15,070313
 hb04986.0017;217,712433;14,890625
 hb04987.0017;222,712433;14,953125
 hb04988.0017;227,712433;15,113281
 hb04989.0017;232,712433;15
 hb04992.0017;247,712433;15,019531
 hb04993.0017;257,712433;15,109375
 hb04997.0017;282,712433;14,9375
 hb04998.0017;287,712433;14,992188
 hb04999.0017;292,712433;14,824219
 hb05000.0017;297,712433;14,90625
 hb05001.0017;302,712433;15,050781
 hb05002.0017;307,712433;14,976563
 hb05003.0017;312,712433;14,898438
 hb05004.0017;317,712433;15,121094
 hb05006.0017;327,712433;14,96875
 hb05008.0017;337,712433;15,179688
 hb05009.0017;342,712433;14,824219
 hb05011.0017;352,712433;14,953125
 hb05012.0017;357,712433;14,921875
 hb05014.0017;7,712435;14,847656
 hb05015.0017;12,712435;14,808594
 hb05016.0017;17,712435;14,90625
 hb05017.0017;22,712435;14,773438
 hb05019.0017;32,712437;14,824219
 hb05022.0017;47,712437;15,246094
 hb05024.0017;57,712437;15,382813
 hb05025.0017;62,712437;15,320313
 hb05026.0017;67,712433;15,308594
 hb05027.0017;72,712433;15,332031
 hb05028.0017;77,712433;15,21875
 hb05029.0017;82,712433;15,128906
 hb05030.0017;87,712433;15,171875
 hb05032.0017;97,712433;15,230469
 hb05033.0017;102,712433;15,238281
 hb05034.0017;107,712433;15,175781
 hb05035.0017;112,712433;15,265625
 hb05036.0017;117,712433;15,300781
 hb05038.0017;137,712433;15,398438
 hb05040.0017;147,712433;15,324219
 hb05609.0017;175,712433;15,085938
 hb05610.0017;180,712433;15,082031
 hb05611.0017;185,712433;15,070313
 hb05612.0017;195,712433;14,921875
 hb05614.0017;205,712433;15,152344
 hb05616.0017;215,712433;15,136719
 hb05618.0017;225,712433;15,074219
 hb05619.0017;230,712433;15,179688
 hb05620.0017;235,712433;15,101563
 hb05629.0017;285,712433;15,027344
 hb05630.0017;290,712433;15,070313
 hb05631.0017;295,712433;14,992188
 hb05632.0017;300,712433;14,9375
 hb05634.0017;310,712433;15,171875
 hb05635.0017;315,712433;15,105469
 hb05637.0017;325,712433;15,132813
 hb05642.0017;0,712435;15,078125
 hb05643.0017;5,712435;15,007813
 hb05647.0017;35,712437;14,972656
 hb05648.0017;40,712437;15,144531
 hb05649.0017;45,712437;15,117188
 hb05650.0017;50,712437;15,117188
 hb05651.0017;55,712437;15,179688
 hb05652.0017;60,712437;15,242188
 hb05653.0017;65,712433;15,144531
 hb05654.0017;75,712433;15,171875
 hb05657.0017;90,712433;15,078125
 hb05658.0017;100,712433;15,011719
 hb05659.0017;105,712433;15,039063
 hb05660.0017;110,712433;15,054688
 hb05661.0017;115,712433;15,015625
 hb05662.0017;120,712433;14,898438
 hb05664.0017;130,712433;14,949219
 hb05665.0017;135,712433;14,964844
 hb05667.0017;145,712433;14,828125
 hb05669.0017;155,712433;14,878906
 hb05670.0017;165,712433;14,957031
 hb05671.0017;181,712433;14,949219
 hb05672.0017;186,712433;14,859375
 hb05674.0017;196,712433;14,984375
 hb05675.0017;206,712433;15,121094
 hb05676.0017;211,712433;15,1875
 hb05677.0017;216,712433;15,160156
 hb05679.0017;226,712433;15,074219
 hb05680.0017;231,712433;15,152344
 hb05681.0017;236,712433;15,238281
 hb05683.0017;246,712433;15,1875
 hb05684.0017;251,712433;15,230469
 hb03787.0017;310,712433;17,09375
 hb03788.0017;315,712433;17,09375
 hb03790.0017;350,712433;17,363281
 hb03792.0017;0,712435;17,089844
 hb03793.0017;10,712435;16,972656
 hb03794.0017;15,712435;17,035156
 hb03796.0017;40,712437;16,949219
 hb03797.0017;45,712437;16,859375
 hb03798.0017;55,712437;16,742188
 hb03799.0017;60,712437;16,78125
 hb03800.0017;65,712433;16,757813
 hb03801.0017;70,712433;16,757813
 hb03802.0017;75,712433;16,894531
 hb03803.0017;80,712433;16,945313
 hb03804.0017;90,712433;16,824219
 hb03805.0017;95,712433;16,78125
 hb03806.0017;100,712433;16,820313
 hb03807.0017;110,712433;16,890625
 hb03808.0017;115,712433;16,816406
 hb03809.0017;120,712433;16,800781
 hb03810.0017;125,712433;16,847656
 hb03811.0017;130,712433;16,941406
 hb03812.0017;135,712433;16,902344
 hb03813.0017;140,712433;16,75
 hb03814.0017;145,712433;16,773438
 hb03815.0017;160,712433;17,132813
 hb03817.0017;176,712433;16,804688
 hb03818.0017;181,712433;16,871094
 hb03819.0017;186,712433;17,132813
 hb03820.0017;191,712433;17,414063
 hb03821.0017;196,712433;17,417969
 hb03822.0017;201,712433;17,210938
 hb03823.0017;206,712433;16,941406
 hb03824.0017;211,712433;16,859375
 hb03825.0017;216,712433;16,96875
 hb03826.0017;221,712433;17,050781
 hb03827.0017;226,712433;17,214844
 hb03828.0017;231,712433;17,382813
 hb03829.0017;236,712433;17,371094
 hb03830.0017;241,712433;17,367188
 hb03831.0017;246,712433;17,367188
 hb03832.0017;256,712433;17,304688
 hb03833.0017;276,712433;17,324219
 hb03834.0017;281,712433;17,253906
 hb03836.0017;296,712433;17,320313
 hb03837.0017;301,712433;17,335938
 hb03838.0017;306,712433;17,164063
 hb03839.0017;316,712433;17,152344
 hb03840.0017;321,712433;17,289063
 hb03841.0017;326,712433;17,425781
 hb03842.0017;331,712433;17,382813
 hb03843.0017;336,712433;17,285156
 hb03844.0017;341,712433;17,238281
 hb03846.0017;351,712433;17,363281
 hb03847.0017;356,712433;17,089844
 hb03848.0017;1,712435;17,089844
 hb03849.0017;6,712435;17,253906
 hb03850.0017;11,712435;17,40625
 hb03851.0017;26,712435;17,035156
 hb03852.0017;31,712435;17,0625
 hb03854.0017;46,712437;16,933594
 hb03855.0017;51,712437;17
 hb03856.0017;56,712437;17,078125
 hb03857.0017;61,712437;17,070313
 hb03858.0017;66,712433;17,046875
 hb03859.0017;71,712433;17,050781
 hb03860.0017;76,712433;17,046875
 hb03862.0017;91,712433;17,191406
 hb03863.0017;96,712433;17,179688
 hb03864.0017;101,712433;17,082031
 hb03865.0017;106,712433;17,007813
 hb03866.0017;111,712433;17,042969
 hb03867.0017;116,712433;17,097656
 hb03868.0017;121,712433;17,136719
 hb03869.0017;126,712433;17,132813
 hb03870.0017;131,712433;17,101563
 hb03871.0017;136,712433;17,105469
 hb03872.0017;141,712433;17,128906
 hb03873.0017;146,712433;17,066406
 hb03876.0017;207,712433;17,3125
 hb03877.0017;212,712433;17,230469
 hb03878.0017;217,712433;17,265625
 hb03879.0017;222,712433;17,375
 hb03880.0017;227,712433;17,328125
 hb03881.0017;232,712433;17,316406
 hb03882.0017;237,712433;17,265625
 hb03883.0017;247,712433;17,199219
 hb03884.0017;252,712433;17,183594
 hb03885.0017;257,712433;17,167969
 hb03886.0017;262,712433;17,1875
 hb03887.0017;267,712433;17,164063
 hb03889.0017;277,712433;17,113281
 hb03890.0017;282,712433;17,296875
 hb03891.0017;287,712433;17,300781
 hb03892.0017;292,712433;17,152344
 hb03893.0017;297,712433;17,140625
 hb03894.0017;302,712433;17,207031
 hb03895.0017;312,712433;16,992188
 hb03896.0017;317,712433;17,195313
 hb03897.0017;322,712433;17,359375
 hb03898.0017;327,712433;17,1875
 hb03900.0017;337,712433;17,128906
 hb03901.0017;342,712433;17,203125
 hb03902.0017;347,712433;17,09375
 hb03903.0017;352,712433;16,933594
 hb03904.0017;357,712433;16,933594
 hb03905.0017;2,712435;17,046875
 hb03906.0017;7,712435;17,039063
 hb03907.0017;12,712435;16,917969
 hb03908.0017;22,712435;16,960938
 hb03909.0017;27,712435;16,964844
 hb03910.0017;32,712437;16,855469
 hb03911.0017;37,712437;16,761719
 hb03912.0017;42,712437;16,867188
 hb03913.0017;47,712437;16,917969
 hb03914.0017;52,712437;16,957031
 hb03915.0017;57,712437;16,992188
 hb03916.0017;62,712437;16,902344
 hb03917.0017;72,712433;16,964844
 hb03918.0017;77,712433;17,046875
 hb03919.0017;82,712433;17,019531
 hb03920.0017;87,712433;16,972656
 hb03922.0017;97,712433;16,957031
 hb03923.0017;102,712433;16,996094
 hb03924.0017;107,712433;17,097656
 hb03925.0017;112,712433;17,214844
 hb03926.0017;117,712433;17,203125
 hb03927.0017;122,712433;17,066406
 hb03928.0017;127,712433;16,945313
 hb03929.0017;132,712433;16,949219
 hb03930.0017;137,712433;17,054688
 hb03931.0017;142,712433;17,074219
 hb03932.0017;147,712433;16,980469
 hb03933.0017;152,712433;16,980469
 hb03935.0017;167,712433;17,011719
 hb03936.0017;173,712433;17,003906
 hb03938.0017;188,712433;16,835938
 hb03939.0017;193,712433;16,863281
 hb03940.0017;198,712433;17,101563
 hb03941.0017;203,712433;17,148438
 hb03942.0017;208,712433;17,128906
 hb03943.0017;213,712433;17,082031
 hb03944.0017;218,712433;16,941406
 hb03945.0017;223,712433;17,039063
 hb03946.0017;228,712433;17,167969
 hb03947.0017;233,712433;17,273438
 hb03948.0017;238,712433;17,1875
 hb03949.0017;243,712433;17,066406
 hb03950.0017;248,712433;17,019531
 hb03951.0017;253,712433;17,148438
 hb03952.0017;258,712433;17,195313
 hb03953.0017;263,712433;17,136719
 hb03954.0017;268,712433;17,167969
 hb03955.0017;273,712433;17,179688
 hb03956.0017;278,712433;17
 hb03957.0017;283,712433;16,90625
 hb03958.0017;288,712433;17,082031
 hb03959.0017;293,712433;17,085938
 hb03960.0017;298,712433;17,027344
 hb03962.0017;313,712433;17,152344
 hb03963.0017;318,712433;17,140625
 hb03964.0017;323,712433;17,035156
 hb03965.0017;328,712433;16,953125
 hb03967.0017;338,712433;17,183594
 hb03968.0017;343,712433;17,222656
 hb03969.0017;348,712433;17,199219
 hb03970.0017;353,712433;17,027344
 hb03971.0017;358,712433;16,808594
 hb03972.0017;3,712435;16,769531
 hb03973.0017;8,712435;16,949219
 hb03974.0017;13,712435;17,089844
 hb03975.0017;18,712435;17,054688
 hb03976.0017;23,712435;16,929688
 hb03977.0017;28,712435;16,988281
 hb03978.0017;33,712437;17,148438
 hb03979.0017;38,712437;17,15625
 hb03980.0017;43,712437;17
 hb03981.0017;48,712437;16,941406
 hb03982.0017;53,712437;16,980469
 hb03983.0017;58,712437;16,957031
 hb03985.0017;83,712433;16,945313
 hb03986.0017;88,712433;17,058594
 hb03987.0017;93,712433;17,222656
 hb03988.0017;98,712433;17,25
 hb03989.0017;108,712433;17,113281
 hb03990.0017;113,712433;17,15625
 hb03991.0017;118,712433;17,25
 hb03992.0017;123,712433;17,15625
 hb03993.0017;133,712433;17,058594
 hb03994.0017;138,712433;17,253906
 hb03995.0017;143,712433;17,355469
 hb04000.0017;168,712433;17,007813
 hb04001.0017;174,712433;16,96875
 hb04002.0017;179,712433;17
 hb04003.0017;184,712433;17,136719
 hb04004.0017;189,712433;17,179688
 hb04005.0017;194,712433;17,113281
 hb04006.0017;199,712433;17,085938
 hb04007.0017;204,712433;17,144531
 hb04008.0017;214,712433;17,195313
 hb04009.0017;219,712433;17,261719
 hb04010.0017;224,712433;17,339844
 hb04011.0017;229,712433;17,316406
 hb04012.0017;234,712433;17,214844
 hb04013.0017;239,712433;17,164063
 hb04014.0017;244,712433;17,253906
 hb04015.0017;249,712433;17,265625
 hb04016.0017;254,712433;17,195313
 hb04017.0017;259,712433;17,269531
 hb04018.0017;264,712433;17,265625
 hb04020.0017;274,712433;17,285156
 hb04021.0017;279,712433;17,433594
 hb04022.0017;284,712433;17,453125
 hb04023.0017;289,712433;17,351563
 hb04024.0017;294,712433;17,203125
 hb04025.0017;299,712433;17,25
 hb04026.0017;304,712433;17,378906
 hb04027.0017;309,712433;17,378906
 hb04028.0017;314,712433;17,28125
 hb04029.0017;319,712433;17,371094
 hb04030.0017;324,712433;17,398438
 hb04033.0017;339,712433;17,296875
 hb04034.0017;344,712433;17,488281
 hb04035.0017;349,712433;17,335938
 hb04036.0017;354,712433;17,089844
 hb04037.0017;359,712433;17,007813
 hb04038.0017;9,712435;17,199219
 hb04039.0017;14,712435;17,339844
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
