Filename=;TargetAz=;MeasuredDepression=
 hb05034.0000;143,491989;15,175781
 hb05035.0000;148,491989;15,265625
 hb05036.0000;153,491989;15,300781
 hb05038.0000;173,491989;15,398438
 hb05040.0000;183,491989;15,324219
 hb05041.0000;188,491989;15,242188
 hb05043.0000;198,491989;14,945313
 hb05609.0000;211,491989;15,085938
 hb05610.0000;216,491989;15,082031
 hb05611.0000;221,491989;15,070313
 hb05612.0000;231,491989;14,921875
 hb05614.0000;241,491989;15,152344
 hb05616.0000;251,491989;15,136719
 hb05618.0000;261,491974;15,074219
 hb05619.0000;266,491974;15,179688
 hb05620.0000;271,491974;15,101563
 hb05629.0000;321,491974;15,027344
 hb05630.0000;326,491974;15,070313
 hb05631.0000;331,491974;14,992188
 hb05632.0000;336,491974;14,9375
 hb05634.0000;346,491974;15,171875
 hb05635.0000;351,491974;15,105469
 hb05637.0000;1,491985;15,132813
 hb05642.0000;36,491985;15,078125
 hb05643.0000;41,491985;15,007813
 hb05647.0000;71,491989;14,972656
 hb05648.0000;76,491989;15,144531
 hb05649.0000;81,491989;15,117188
 hb05650.0000;86,491989;15,117188
 hb05651.0000;91,491989;15,179688
 hb05652.0000;96,491989;15,242188
 hb05653.0000;101,491989;15,144531
 hb05654.0000;111,491989;15,171875
 hb05657.0000;126,491989;15,078125
 hb05658.0000;136,491989;15,011719
 hb05659.0000;141,491989;15,039063
 hb05660.0000;146,491989;15,054688
 hb05661.0000;151,491989;15,015625
 hb05662.0000;156,491989;14,898438
 hb05664.0000;166,491989;14,949219
 hb05665.0000;171,491989;14,964844
 hb05667.0000;181,491989;14,828125
 hb05669.0000;191,491989;14,878906
 hb05670.0000;201,491989;14,957031
 hb05671.0000;217,491989;14,949219
 hb05672.0000;222,491989;14,859375
 hb05674.0000;232,491989;14,984375
 hb05675.0000;242,491989;15,121094
 hb05676.0000;247,491989;15,1875
 hb05677.0000;252,491989;15,160156
 hb05679.0000;262,491974;15,074219
 hb05680.0000;267,491974;15,152344
 hb05681.0000;272,491974;15,238281
 hb05683.0000;282,491974;15,1875
 hb05684.0000;287,491974;15,230469
 hb03787.0000;346,491974;17,09375
 hb03788.0000;351,491974;17,09375
 hb03790.0000;26,491985;17,363281
 hb03792.0000;36,491985;17,089844
 hb03793.0000;46,491985;16,972656
 hb03794.0000;51,491985;17,035156
 hb03796.0000;76,491989;16,949219
 hb03797.0000;81,491989;16,859375
 hb03798.0000;91,491989;16,742188
 hb03799.0000;96,491989;16,78125
 hb03800.0000;101,491989;16,757813
 hb03801.0000;106,491989;16,757813
 hb03802.0000;111,491989;16,894531
 hb03803.0000;116,491989;16,945313
 hb03804.0000;126,491989;16,824219
 hb03805.0000;131,491989;16,78125
 hb03806.0000;136,491989;16,820313
 hb03807.0000;146,491989;16,890625
 hb03808.0000;151,491989;16,816406
 hb03809.0000;156,491989;16,800781
 hb03810.0000;161,491989;16,847656
 hb03811.0000;166,491989;16,941406
 hb03812.0000;171,491989;16,902344
 hb03813.0000;176,491989;16,75
 hb03814.0000;181,491989;16,773438
 hb03815.0000;196,491989;17,132813
 hb03817.0000;212,491989;16,804688
 hb03818.0000;217,491989;16,871094
 hb03819.0000;222,491989;17,132813
 hb03820.0000;227,491989;17,414063
 hb03821.0000;232,491989;17,417969
 hb03822.0000;237,491989;17,210938
 hb03823.0000;242,491989;16,941406
 hb03824.0000;247,491989;16,859375
 hb03825.0000;252,491989;16,96875
 hb03826.0000;257,491974;17,050781
 hb03827.0000;262,491974;17,214844
 hb03828.0000;267,491974;17,382813
 hb03829.0000;272,491974;17,371094
 hb03830.0000;277,491974;17,367188
 hb03831.0000;282,491974;17,367188
 hb03832.0000;292,491974;17,304688
 hb03833.0000;312,491974;17,324219
 hb03834.0000;317,491974;17,253906
 hb03836.0000;332,491974;17,320313
 hb03837.0000;337,491974;17,335938
 hb03838.0000;342,491974;17,164063
 hb03839.0000;352,491974;17,152344
 hb03840.0000;357,491974;17,289063
 hb03841.0000;2,491985;17,425781
 hb03842.0000;7,491985;17,382813
 hb03843.0000;12,491985;17,285156
 hb03844.0000;17,491985;17,238281
 hb03846.0000;27,491985;17,363281
 hb03847.0000;32,491985;17,089844
 hb03848.0000;37,491985;17,089844
 hb03849.0000;42,491985;17,253906
 hb03850.0000;47,491985;17,40625
 hb03851.0000;62,491985;17,035156
 hb03852.0000;67,491989;17,0625
 hb03854.0000;82,491989;16,933594
 hb03855.0000;87,491989;17
 hb03856.0000;92,491989;17,078125
 hb03857.0000;97,491989;17,070313
 hb03858.0000;102,491989;17,046875
 hb03859.0000;107,491989;17,050781
 hb03860.0000;112,491989;17,046875
 hb03862.0000;127,491989;17,191406
 hb03863.0000;132,491989;17,179688
 hb03864.0000;137,491989;17,082031
 hb03865.0000;142,491989;17,007813
 hb03866.0000;147,491989;17,042969
 hb03867.0000;152,491989;17,097656
 hb03868.0000;157,491989;17,136719
 hb03869.0000;162,491989;17,132813
 hb03870.0000;167,491989;17,101563
 hb03871.0000;172,491989;17,105469
 hb03872.0000;177,491989;17,128906
 hb03873.0000;182,491989;17,066406
 hb03874.0000;192,491989;17,039063
 hb03875.0000;197,491989;17,105469
 hb03876.0000;243,491989;17,3125
 hb03877.0000;248,491989;17,230469
 hb03878.0000;253,491989;17,265625
 hb03879.0000;258,491974;17,375
 hb03880.0000;263,491974;17,328125
 hb03881.0000;268,491974;17,316406
 hb03882.0000;273,491974;17,265625
 hb03883.0000;283,491974;17,199219
 hb03884.0000;288,491974;17,183594
 hb03885.0000;293,491974;17,167969
 hb03886.0000;298,491974;17,1875
 hb03887.0000;303,491974;17,164063
 hb03889.0000;313,491974;17,113281
 hb03890.0000;318,491974;17,296875
 hb03891.0000;323,491974;17,300781
 hb03892.0000;328,491974;17,152344
 hb03893.0000;333,491974;17,140625
 hb03894.0000;338,491974;17,207031
 hb03895.0000;348,491974;16,992188
 hb03896.0000;353,491974;17,195313
 hb03897.0000;358,491974;17,359375
 hb03898.0000;3,491985;17,1875
 hb03900.0000;13,491985;17,128906
 hb03901.0000;18,491985;17,203125
 hb03902.0000;23,491985;17,09375
 hb03903.0000;28,491985;16,933594
 hb03904.0000;33,491985;16,933594
 hb03905.0000;38,491985;17,046875
 hb03906.0000;43,491985;17,039063
 hb03907.0000;48,491985;16,917969
 hb03908.0000;58,491985;16,960938
 hb03909.0000;63,491985;16,964844
 hb03910.0000;68,491989;16,855469
 hb03911.0000;73,491989;16,761719
 hb03912.0000;78,491989;16,867188
 hb03913.0000;83,491989;16,917969
 hb03914.0000;88,491989;16,957031
 hb03915.0000;93,491989;16,992188
 hb03916.0000;98,491989;16,902344
 hb03917.0000;108,491989;16,964844
 hb03918.0000;113,491989;17,046875
 hb03919.0000;118,491989;17,019531
 hb03920.0000;123,491989;16,972656
 hb03922.0000;133,491989;16,957031
 hb03923.0000;138,491989;16,996094
 hb03924.0000;143,491989;17,097656
 hb03925.0000;148,491989;17,214844
 hb03926.0000;153,491989;17,203125
 hb03927.0000;158,491989;17,066406
 hb03928.0000;163,491989;16,945313
 hb03929.0000;168,491989;16,949219
 hb03930.0000;173,491989;17,054688
 hb03931.0000;178,491989;17,074219
 hb03932.0000;183,491989;16,980469
 hb03933.0000;188,491989;16,980469
 hb03934.0000;193,491989;17,117188
 hb03935.0000;203,491989;17,011719
 hb03936.0000;209,491989;17,003906
 hb03938.0000;224,491989;16,835938
 hb03939.0000;229,491989;16,863281
 hb03940.0000;234,491989;17,101563
 hb03941.0000;239,491989;17,148438
 hb03942.0000;244,491989;17,128906
 hb03943.0000;249,491989;17,082031
 hb03944.0000;254,491989;16,941406
 hb03945.0000;259,491974;17,039063
 hb03946.0000;264,491974;17,167969
 hb03947.0000;269,491974;17,273438
 hb03948.0000;274,491974;17,1875
 hb03949.0000;279,491974;17,066406
 hb03950.0000;284,491974;17,019531
 hb03951.0000;289,491974;17,148438
 hb03952.0000;294,491974;17,195313
 hb03953.0000;299,491974;17,136719
 hb03954.0000;304,491974;17,167969
 hb03955.0000;309,491974;17,179688
 hb03956.0000;314,491974;17
 hb03957.0000;319,491974;16,90625
 hb03958.0000;324,491974;17,082031
 hb03959.0000;329,491974;17,085938
 hb03960.0000;334,491974;17,027344
 hb03962.0000;349,491974;17,152344
 hb03963.0000;354,491974;17,140625
 hb03964.0000;359,491974;17,035156
 hb03965.0000;4,491985;16,953125
 hb03967.0000;14,491985;17,183594
 hb03968.0000;19,491985;17,222656
 hb03969.0000;24,491985;17,199219
 hb03970.0000;29,491985;17,027344
 hb03971.0000;34,491985;16,808594
 hb03972.0000;39,491985;16,769531
 hb03973.0000;44,491985;16,949219
 hb03974.0000;49,491985;17,089844
 hb03975.0000;54,491985;17,054688
 hb03976.0000;59,491985;16,929688
 hb03977.0000;64,491989;16,988281
 hb03978.0000;69,491989;17,148438
 hb03979.0000;74,491989;17,15625
 hb03980.0000;79,491989;17
 hb03981.0000;84,491989;16,941406
 hb03982.0000;89,491989;16,980469
 hb03983.0000;94,491989;16,957031
 hb03985.0000;119,491989;16,945313
 hb03986.0000;124,491989;17,058594
 hb03987.0000;129,491989;17,222656
 hb03988.0000;134,491989;17,25
 hb03989.0000;144,491989;17,113281
 hb03990.0000;149,491989;17,15625
 hb03991.0000;154,491989;17,25
 hb03992.0000;159,491989;17,15625
 hb03993.0000;169,491989;17,058594
 hb03994.0000;174,491989;17,253906
 hb03995.0000;179,491989;17,355469
 hb03998.0000;194,491989;16,941406
 hb04000.0000;204,491989;17,007813
 hb04001.0000;210,491989;16,96875
 hb04002.0000;215,491989;17
 hb04003.0000;220,491989;17,136719
 hb04004.0000;225,491989;17,179688
 hb04005.0000;230,491989;17,113281
 hb04006.0000;235,491989;17,085938
 hb04007.0000;240,491989;17,144531
 hb04008.0000;250,491989;17,195313
 hb04009.0000;255,491989;17,261719
 hb04010.0000;260,491974;17,339844
 hb04011.0000;265,491974;17,316406
 hb04012.0000;270,491974;17,214844
 hb04013.0000;275,491974;17,164063
 hb04014.0000;280,491974;17,253906
 hb04015.0000;285,491974;17,265625
 hb04016.0000;290,491974;17,195313
 hb04017.0000;295,491974;17,269531
 hb04018.0000;300,491974;17,265625
 hb04020.0000;310,491974;17,285156
 hb04021.0000;315,491974;17,433594
 hb04022.0000;320,491974;17,453125
 hb04023.0000;325,491974;17,351563
 hb04024.0000;330,491974;17,203125
 hb04025.0000;335,491974;17,25
 hb04026.0000;340,491974;17,378906
 hb04027.0000;345,491974;17,378906
 hb04028.0000;350,491974;17,28125
 hb04029.0000;355,491974;17,371094
 hb04030.0000;0,491985;17,398438
 hb04033.0000;15,491985;17,296875
 hb04034.0000;20,491985;17,488281
 hb04035.0000;25,491985;17,335938
 hb04036.0000;30,491985;17,089844
 hb04037.0000;35,491985;17,007813
 hb04038.0000;45,491985;17,199219
 hb04039.0000;50,491985;17,339844
 hb04040.0000;55,491985;17,347656
